Row,id10994,id10995,id10996,id10997,id10998,id10999,id11003,id11005,id11006,id11544,id11547,id11548,id11549,id11552,id11942,id11943,id11944,id11945,id11947,id11949,id11951,id12119,id12655,id13161,id13186,id13312,id13313,id13527,id13528,id13835,id13948,id13950,id13952,id13964,id14651,id14652,id14653,id14654,id14655,id14656,id14657,id14658,id14659,id14660,id14661,id14662,id16042,id16276,id16311,id16966,id16967,id16968,id16969,id16970,id16971,id16972,id16973,id16974,id16975,id16976,id16977,id16978,id16979,id16980,id16981,id16982,id16984,id16985,id16986,id16987,id16988,id16989,id16990,id16991,id16992,id16993,id17718,id17872,id17944,id2378,id524,id551,id589,id592,id612,id614,id621,id634,id636,id849,id854,id857,id859,id861,id864,id866,id869,id870
id11547,NaN,NaN,1,1,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,1,1,0,1,NaN,NaN,1,0,1,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,1,NaN,NaN,NaN,NaN,1,NaN,0,NaN,0,1,1,NaN,NaN,1,NaN,NaN,NaN,NaN,1,0,NaN,NaN,NaN,1,NaN,NaN,1,NaN,1,1,1,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,1,NaN,1,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN
id11548,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,1,NaN,NaN,1,1,1,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,1,1,1,NaN,NaN,NaN
id11549,1,NaN,NaN,NaN,1,1,1,NaN,NaN,NaN,NaN,NaN,1,1,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,1,1,NaN,NaN,NaN,NaN,NaN,NaN,1,1,NaN,0,NaN,NaN,1,NaN,NaN,NaN,1,NaN,0,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.2,NaN,NaN,1,0.5,1,NaN,NaN,0,1,NaN,1,NaN,NaN,0,1,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,1,NaN,NaN,NaN,1,NaN,NaN,NaN,1,0.5,NaN
id11552,NaN,NaN,1,NaN,1,NaN,1,NaN,NaN,NaN,1,NaN,1,1,1,NaN,NaN,NaN,NaN,1,NaN,NaN,1,1,1,NaN,1,NaN,1,NaN,NaN,NaN,NaN,0,NaN,1,1,NaN,NaN,NaN,1,NaN,NaN,1,1,NaN,NaN,NaN,1,1,NaN,NaN,NaN,NaN,1,1,0,NaN,NaN,1,NaN,1,NaN,1,0,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,1,NaN,1,NaN,NaN,NaN,0,NaN,NaN,NaN,0,NaN,NaN,0.5,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,1,NaN,NaN
id11942,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,1,1,NaN,NaN,NaN,NaN,1,1,NaN,NaN,1,NaN,NaN,1,NaN,NaN,1,1,NaN,NaN,NaN,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,1,1,NaN,NaN,NaN,1,NaN,1,NaN,NaN,1,1,1,1,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,1,1,1,NaN,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,1,1,1,NaN,NaN,NaN,NaN,NaN,NaN,1
id11943,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,1,0,NaN,NaN,NaN,1,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,1,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,0,NaN,NaN,0,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN
id11944,NaN,NaN,1,1,NaN,0.333333333333333,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,0,1,NaN,NaN,NaN,0,1,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,0.333333333333333,0,NaN,1,0,NaN,0.666666666666667,1,NaN,NaN,NaN,NaN,NaN,NaN,1,0.5,0.333333333333333,NaN,NaN,1,0,NaN,0.75,NaN,NaN,NaN,NaN,1,0.666666666666667,NaN,NaN,NaN,NaN,0,NaN,0.666666666666667,NaN,1,1,NaN,1,1,NaN,1,1,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,0.666666666666667,NaN,NaN,0.666666666666667,1,0.333333333333333,0.666666666666667,NaN,NaN,NaN,1,0.666666666666667,NaN,NaN
id11945,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,1,NaN,0,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN
id11947,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,1,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,0,NaN,1,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN
id11949,NaN,NaN,1,NaN,NaN,NaN,1,NaN,1,NaN,1,1,NaN,1,1,NaN,NaN,NaN,NaN,1,NaN,NaN,1,NaN,1,1,1,1,1,NaN,NaN,1,NaN,NaN,NaN,1,1,NaN,NaN,NaN,1,NaN,NaN,1,1,NaN,NaN,NaN,NaN,1,NaN,NaN,0,NaN,1,1,NaN,NaN,NaN,NaN,NaN,1,NaN,1,0,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,0,NaN,1,0.5,NaN,NaN,NaN,NaN,NaN,1,1,1,NaN,NaN,NaN
id11951,0,NaN,0,0,0,0,0,NaN,NaN,NaN,0,NaN,0,NaN,1,1,0,NaN,NaN,NaN,1,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0.5,0,NaN,NaN,NaN,1,0,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,1,NaN,NaN,1,NaN,0,NaN,1,0,NaN,NaN,1,0,NaN,0,0,NaN,NaN,0.333333333333333,NaN,NaN,0.5,0,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,1,NaN,0.5,NaN,NaN,0,NaN,NaN,0,NaN,1,NaN
id12119,NaN,1,1,1,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,0,1,NaN,NaN,NaN,0,1,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0.5,NaN,0,NaN,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,0,1,NaN,NaN,1,NaN,NaN,1,1,NaN,1,1,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN
id12655,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,1,NaN,NaN,1,1,1,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,1,1,NaN,1,1,1,NaN,NaN,NaN,1,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,0,NaN,NaN,NaN,0,NaN,NaN,1,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,1,1,1,1,1,NaN,NaN
id13161,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,1,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.25,1,NaN,1,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,0,NaN,1,NaN,NaN,1,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,1,1,NaN,NaN,NaN,1,NaN,1
id13186,NaN,NaN,1,NaN,NaN,NaN,1,1,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,1,0,1,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,1,0.5,1,NaN,NaN,NaN,NaN,NaN,1,NaN,0,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,0,0.5,0.5,NaN,NaN,1,1,1,NaN,1,NaN,NaN,0,1,1,0.5,NaN,NaN,NaN,NaN,1,NaN,1,NaN,NaN,0,NaN,0,NaN,0,NaN,0,NaN,NaN,0,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN
id13312,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,1,NaN,NaN,1,1,1,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,1,1,1,NaN,NaN,NaN
id13313,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,1,1,NaN,1,1,NaN,NaN,NaN,NaN,1,NaN,1,1,NaN,NaN,1,1,1,NaN,NaN,NaN,1,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,1,NaN,NaN,NaN,NaN,1,1,1,0,NaN,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,1,NaN,NaN,NaN,NaN,0,NaN,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,1,NaN,NaN,NaN,NaN,NaN,1,1,1,NaN,NaN,NaN
id13527,NaN,NaN,NaN,NaN,NaN,0.333333333333333,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,1,NaN,NaN,1,NaN,NaN,1,NaN,NaN,1,1,1,NaN,NaN,NaN,0.333333333333333,0,NaN,1,NaN,NaN,0.666666666666667,1,NaN,NaN,NaN,NaN,NaN,NaN,1,0.5,0.333333333333333,NaN,NaN,1,NaN,0,1,NaN,NaN,NaN,NaN,NaN,0.666666666666667,NaN,NaN,NaN,NaN,NaN,NaN,0.666666666666667,NaN,NaN,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.666666666666667,NaN,NaN,0.666666666666667,NaN,0.333333333333333,0.666666666666667,NaN,1,1,1,0.666666666666667,NaN,NaN
id13528,NaN,NaN,1,NaN,NaN,1,1,NaN,NaN,0,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,1,1,NaN,NaN,NaN,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,0,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,1,0,1,NaN,1,0,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
id13835,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,0.5,NaN,NaN,NaN,NaN,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.5,NaN,NaN,1,NaN,0,1,NaN,NaN,0.5,0.5,0.5,NaN,NaN,NaN,NaN,NaN,0.5,0.5,1,NaN,NaN,NaN,1,0,NaN,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
id13948,1,NaN,NaN,NaN,1,1,1,NaN,NaN,NaN,NaN,NaN,1,NaN,1,NaN,NaN,1,0,NaN,0.5,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,1,1,1,NaN,NaN,NaN,NaN,1,NaN,0,1,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,NaN,NaN,NaN,0.5,NaN,1,NaN,0.5,1,NaN,NaN,NaN,1,1,1,NaN,NaN,NaN,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,0,1,1,NaN,NaN,1,NaN,NaN,NaN,NaN,0.5,NaN
id13950,1,NaN,NaN,NaN,1,1,1,NaN,1,NaN,NaN,1,1,NaN,NaN,NaN,0.333333333333333,NaN,NaN,1,0,NaN,1,NaN,NaN,1,1,0.333333333333333,NaN,NaN,1,1,1,NaN,0.5,NaN,1,0.666666666666667,0.333333333333333,NaN,NaN,NaN,0,NaN,NaN,0.333333333333333,0.5,1,NaN,NaN,0.333333333333333,NaN,0,0.333333333333333,NaN,NaN,0.5,NaN,NaN,0.666666666666667,0.5,1,NaN,NaN,NaN,1,0.666666666666667,1,NaN,0,0,1,0.333333333333333,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.666666666666667,1,0,0.75,NaN,1,0.666666666666667,1,1,1,1,0.666666666666667,0.5,NaN
id13952,NaN,1,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,1,0,NaN,NaN,NaN,1,1,NaN,0,NaN,NaN,1,0,NaN,NaN,NaN,NaN,NaN,NaN,0,1,1,NaN,NaN,0.5,1,NaN,0,NaN,1,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,1,1,NaN,NaN,NaN,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,1,NaN,1,1,NaN,NaN,NaN,NaN,1,NaN,NaN
id13964,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,0,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,0,NaN,NaN
id14651,NaN,NaN,NaN,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,1,NaN,NaN,NaN,0.5,0,NaN,1,NaN,NaN,0.5,0.5,NaN,1,1,NaN,1,NaN,1,0,0.5,NaN,NaN,1,NaN,NaN,1,NaN,NaN,1,1,NaN,0.5,NaN,NaN,0.5,NaN,NaN,NaN,0.5,NaN,1,NaN,NaN,1,1,NaN,NaN,NaN,1,0.5,1,1,NaN,0,NaN,0.5,0.5,NaN,NaN,0.5,NaN,0.666666666666667,0.666666666666667,NaN,1,NaN,1,0.5,NaN,1
id14652,NaN,NaN,0,0,NaN,1,NaN,NaN,NaN,0,0.5,NaN,NaN,1,1,1,0,NaN,NaN,1,1,0,NaN,NaN,NaN,NaN,1,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,1,NaN,1,1,NaN,NaN,NaN,NaN,1,NaN,0.5,NaN,1,1,1,NaN,NaN,0,NaN,NaN,NaN,NaN,1,1,NaN,NaN,NaN,0.5,NaN,NaN,0,NaN,1,0,0,NaN,0,1,NaN,1,NaN,1,NaN,NaN,NaN,1,NaN,0,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN
id14653,1,NaN,1,NaN,1,1,1,NaN,NaN,NaN,NaN,NaN,1,1,NaN,NaN,NaN,1,0,1,0,NaN,NaN,NaN,1,NaN,NaN,NaN,1,NaN,1,1,NaN,NaN,NaN,NaN,1,NaN,0,1,1,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,0.5,NaN,1,NaN,0.5,1,NaN,NaN,0,1,1,1,NaN,NaN,NaN,1,NaN,NaN,1,NaN,NaN,NaN,NaN,0,NaN,0,NaN,0,NaN,NaN,0,1,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,0.5,NaN
