Row,id10580,id10581,id10582,id10583,id10585,id11402,id12222,id14060,id14193,id14765,id15697,id16531,id16532,id16533,id16534,id16535,id16536,id16586,id5541,id5579,id5580,id5581,id5583,id5584,id5585,id5587,id5589,id5590,id5592,id5594,id5595,id5597,id5598,id5599,id5601,id5602,id5604,id5605,id5606,id5608,id5609,id5610,id5612,id5614,id5616,id5619,id5620,id5621,id5622,id5623,id5627
id10580,1,0.875,0.916666666666667,0.8,0.7,NaN,0.888888888888889,0.583333333333333,0.9,0.777777777777778,1,NaN,0.875,1,0.777777777777778,NaN,NaN,0.8,NaN,0.714285714285714,0.75,0.888888888888889,0.909090909090909,0.181818181818182,0.619047619047619,0.421052631578947,0,0.875,1,1,0.9,0.9,0.857142857142857,0.363636363636364,0.3,0.875,0.75,0.9,0.875,0.9,0.8,0.875,0.888888888888889,0.875,0.875,0.730769230769231,0.285714285714286,1,0.647058823529412,0.545454545454545,0.823529411764706
id10581,0.875,1,0.75,0.75,0.708333333333333,0.888888888888889,0.75,1,0.727272727272727,NaN,NaN,NaN,NaN,0.666666666666667,NaN,0.714285714285714,0.888888888888889,NaN,0.857142857142857,0.571428571428571,0.75,0.875,0.777777777777778,0.470588235294118,0.4,0.384615384615385,0.466666666666667,0.705882352941177,0.916666666666667,0.833333333333333,0.75,0.888888888888889,0.846153846153846,0.571428571428571,0.35,0.75,0.884615384615385,0.764705882352941,0.75,0.75,0.928571428571429,0.823529411764706,0.791666666666667,0.75,0.75,0.833333333333333,0.166666666666667,0.875,0.285714285714286,0.5,0.7
id10582,0.916666666666667,0.75,1,1,0.727272727272727,NaN,0.933333333333333,0.588235294117647,1,1,NaN,1,1,1,1,1,NaN,1,NaN,0.954545454545455,0.88,0.909090909090909,0.833333333333333,0.526315789473684,0.25,0.25,0.476190476190476,0.875,0.888888888888889,0.923076923076923,0.9,1,0.954545454545455,0,0.0909090909090909,0.947368421052632,0.916666666666667,1,1,1,0.842105263157895,1,1,0.964285714285714,1,0.5,0.214285714285714,0.875,0.521739130434783,0.357142857142857,0.909090909090909
id10583,0.8,0.75,1,1,0.75,NaN,1,0.5,0.5,NaN,0.941176470588235,1,NaN,NaN,NaN,1,0.833333333333333,NaN,NaN,0.733333333333333,0.75,0.875,0.818181818181818,0.111111111111111,0.285714285714286,0.357142857142857,0.2,0.818181818181818,0.875,0.777777777777778,1,1,0.954545454545455,0.1,0,1,0.875,0.941176470588235,0.909090909090909,1,0.777777777777778,1,0.869565217391304,1,1,0.5,0.307692307692308,0.9,0.25,0.222222222222222,0.875
id10585,0.7,0.708333333333333,0.727272727272727,0.75,1,0.823529411764706,0.75,1,0.8,NaN,NaN,NaN,NaN,NaN,NaN,0.833333333333333,0.666666666666667,NaN,0.666666666666667,1,0.75,0.625,0.772727272727273,0.478260869565217,0.461538461538462,0.25,0.466666666666667,0.823529411764706,0.625,0.666666666666667,0.75,0.733333333333333,0.75,0.5625,0.521739130434783,0.75,0.794117647058823,0.75,0.75,0.75,0.714285714285714,0.75,0.785714285714286,0.75,0.75,0.666666666666667,0.384615384615385,0.727272727272727,0.285714285714286,0.142857142857143,0.875
id11402,NaN,0.888888888888889,NaN,NaN,0.823529411764706,1,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,0.777777777777778,NaN,NaN,NaN,NaN,NaN,0.875,0.588235294117647,NaN,NaN,0.75,0.833333333333333,NaN,NaN,NaN,0.904761904761905,NaN,0.875,0.857142857142857,NaN,0.933333333333333,0.75,NaN,1,0.833333333333333,0.75,NaN,NaN,NaN,NaN,0.5,0.5,NaN,NaN,NaN
id12222,0.888888888888889,0.75,0.933333333333333,1,0.75,NaN,1,0.8,NaN,NaN,0.857142857142857,0.75,NaN,1,NaN,1,NaN,0.666666666666667,NaN,0.941176470588235,0.769230769230769,0.96,0.75,0.222222222222222,0,0.466666666666667,0.176470588235294,0.8125,0.916666666666667,0.875,1,1,1,0,0.230769230769231,1,0.9,1,1,0.892857142857143,0.769230769230769,1,1,0.882352941176471,1,0.5,0.35,0.888888888888889,0,0.473684210526316,0.95
id14060,0.583333333333333,1,0.588235294117647,0.5,1,NaN,0.8,1,0.5,0.2,0.6,0.545454545454545,0.5,NaN,0.2,NaN,0.777777777777778,0.8,NaN,0.75,0.590909090909091,0.75,0.75,0.846153846153846,0.5,0.857142857142857,0.916666666666667,0.333333333333333,0.777777777777778,1,0.578947368421053,1,0.55,NaN,1,0.666666666666667,1,NaN,0.714285714285714,1,0.75,1,0.909090909090909,0.529411764705882,NaN,0.818181818181818,1,1,0.944444444444444,1,0.578947368421053
id14193,0.9,0.727272727272727,1,0.5,0.8,NaN,NaN,0.5,1,0.666666666666667,NaN,NaN,1,NaN,0.666666666666667,0.5,NaN,1,0.5,NaN,1,NaN,NaN,NaN,0.923076923076923,0.666666666666667,0.666666666666667,NaN,1,0.875,1,NaN,0.9,NaN,0.666666666666667,NaN,0.777777777777778,1,NaN,1,1,NaN,0.571428571428571,1,NaN,0.785714285714286,0,NaN,1,0.642857142857143,1
id14765,0.777777777777778,NaN,1,NaN,NaN,NaN,NaN,0.2,0.666666666666667,1,NaN,1,0.833333333333333,NaN,1,NaN,NaN,NaN,0.833333333333333,NaN,0.75,NaN,NaN,NaN,0.833333333333333,0.428571428571429,0,NaN,NaN,0.8,0.666666666666667,NaN,NaN,0.8,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.875,NaN,0.571428571428571,0,0.833333333333333,NaN,0.285714285714286,0.625
