Row,id10388,id10391,id10393,id10396,id10397,id10399,id10402,id10412,id10422,id10878,id10881,id10883,id11479,id11953,id14173,id14251,id14252,id14256,id14257,id14258,id14325,id14330,id14331,id14335,id14351,id16315,id16318,id16367,id16562,id16661,id16662,id7915,id7938,id7940,id7952
id10388,1,1,0.8,0.75,0.8,1,0.6,0.8,1,0.6,1,1,1,0.8,1,0.5,1,0.5,0.75,0.75,0.75,0.75,0.5,0.75,0.5,1,1,1,1,1,1,0.6,1,0.8,1
id10391,1,1,0.736842105263158,0.894736842105263,0.842105263157895,0.894736842105263,0.526315789473684,0.736842105263158,0,0.736842105263158,0.833333333333333,1,1,0.888888888888889,0.888888888888889,0.555555555555556,0.888888888888889,0.666666666666667,0.666666666666667,0.666666666666667,0.555555555555556,0.555555555555556,0.666666666666667,0.444444444444444,0.111111111111111,1,1,1,1,0,1,0.473684210526316,1,0.578947368421053,0
id10393,0.5,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.5,1,1,1,1,1,0.75,1,1
id10396,0.818181818181818,1,0.818181818181818,1,1,0.909090909090909,0.818181818181818,0.818181818181818,0,0.6,1,0.6,0.909090909090909,0.636363636363636,0.75,0.75,0.625,0.875,0.75,0.625,0.75,0.875,0.75,0.875,0.5,0,1,0,0,0,0.5,0.636363636363636,0.818181818181818,0.727272727272727,0.5
id10397,1,1,1,1,1,1,1,0.75,0.333333333333333,1,1,0.666666666666667,1,1,1,0.75,1,0.75,0.5,0.75,0.75,0.75,0.75,0.75,0.25,0,1,0.666666666666667,1,0.333333333333333,1,0.75,1,0.5,1
id10399,1,0.75,0.5,0.25,0.75,1,0.75,0,NaN,0,0.75,0,1,0.25,1,0.5,1,0,0.5,0.5,1,0.5,1,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,1,0,NaN
id10402,0.9,0.8,0.777777777777778,0.9,0.9,0.8,1,0.777777777777778,1,0.888888888888889,0.9,1,0.8,0.8,1,0.833333333333333,1,1,1,0.833333333333333,1,0.833333333333333,0.833333333333333,0.833333333333333,0.833333333333333,1,0.333333333333333,1,1,1,1,0.6,0.9,0.9,1
id10406,1,1,1,0,1,1,1,0,NaN,1,1,NaN,1,1,1,1,1,0,1,0,1,1,1,1,0,NaN,NaN,NaN,NaN,NaN,NaN,0,1,0,NaN
id10412,0.833333333333333,0.833333333333333,1,0.833333333333333,0.833333333333333,0.833333333333333,1,1,1,0.833333333333333,1,1,0.833333333333333,0.833333333333333,0.75,0.75,1,0.25,1,1,1,0.75,0.75,0.5,1,1,1,1,1,1,1,0.833333333333333,1,1,1
id10422,0.916666666666667,1,1,0.909090909090909,1,0.833333333333333,1,1,1,1,1,0.9,0.818181818181818,1,1,1,0.714285714285714,1,1,1,1,1,1,1,1,1,0.6,1,1,1,1,0.916666666666667,0.916666666666667,1,1
